"MacroTrends Data Download"
"S&P 500 Index: Daily Closing Values"

"Disclaimer and Terms of Use: Historical data is provided 'as is' and solely for informational purposes, not for trading purposes or advice."
"MacroTrends LLC expressly disclaims the accuracy, adequacy, or completeness of any data and shall not be liable for any errors, omissions or other defects in, "
"delays or interruptions in such data, or for any actions taken in reliance thereon.  Neither MacroTrends LLC nor any of our information providers will be liable"
"for any damages relating to your use of the data provided."


Date,"Closing Value"
1957-07-12,49.0800
1957-07-15,49.1300
1957-07-16,48.8800
1957-07-17,48.5800
1957-07-18,48.5300
1957-07-19,48.5800
1957-07-22,48.4700
1957-07-23,48.5600
1957-07-24,48.6100
1957-07-25,48.6100
1957-07-26,48.4500
1957-07-29,47.9200
1957-07-30,47.9200
1957-07-31,47.9100
1957-08-01,47.7900
1957-08-02,47.6800
1957-08-05,47.2600
1957-08-06,46.6700
1957-08-07,47.0300
1957-08-08,46.9000
1957-08-09,46.9200
1957-08-12,46.3300
1957-08-13,46.3000
1957-08-14,45.7300
1957-08-15,45.7500
1957-08-16,45.8300
1957-08-19,44.9100
1957-08-20,45.2900
1957-08-21,45.4900
1957-08-22,45.1600
1957-08-23,44.5100
1957-08-26,43.8900
1957-08-27,44.6100
1957-08-28,44.6400
1957-08-29,44.4600
1957-08-30,45.2200
1957-09-03,45.4400
1957-09-04,45.0500
1957-09-05,44.8200
1957-09-06,44.6800
1957-09-09,44.2800
1957-09-10,43.8700
1957-09-11,44.2600
1957-09-12,44.8200
1957-09-13,44.8000
1957-09-16,44.5800
1957-09-17,44.6400
1957-09-18,44.6900
1957-09-19,44.4000
1957-09-20,43.6900
1957-09-23,42.6900
1957-09-24,42.9800
1957-09-25,42.9800
1957-09-26,42.5700
1957-09-27,42.5500
1957-09-30,42.4200
1957-10-01,42.7600
1957-10-02,43.1000
1957-10-03,43.1400
1957-10-04,42.7900
1957-10-07,42.2200
1957-10-08,41.9500
1957-10-09,41.9900
1957-10-10,40.9600
1957-10-11,40.9400
1957-10-14,41.2400
1957-10-15,41.6700
1957-10-16,41.3300
1957-10-17,40.6500
1957-10-18,40.3300
1957-10-21,39.1500
1957-10-22,38.9800
1957-10-23,40.7300
1957-10-24,40.7100
1957-10-25,40.5900
1957-10-28,40.4200
1957-10-29,40.6900
1957-10-30,41.0200
1957-10-31,41.0600
1957-11-01,40.4400
1957-11-04,40.3700
1957-11-06,40.4300
1957-11-07,40.6700
1957-11-08,40.1900
1957-11-11,40.1800
1957-11-12,39.6000
1957-11-13,39.5500
1957-11-14,39.4400
1957-11-15,40.3700
1957-11-18,40.0400
1957-11-19,39.8100
1957-11-20,39.9200
1957-11-21,40.4800
1957-11-22,40.8700
1957-11-25,41.1800
1957-11-26,40.0900
1957-11-27,41.2500
1957-11-29,41.7200
1957-12-02,41.3600
1957-12-03,41.3700
1957-12-04,41.5400
1957-12-05,41.5200
1957-12-06,41.3100
1957-12-09,40.9200
1957-12-10,40.5600
1957-12-11,40.5100
1957-12-12,40.5500
1957-12-13,40.7300
1957-12-16,40.1200
1957-12-17,39.4200
1957-12-18,39.3800
1957-12-19,39.8000
1957-12-20,39.4800
1957-12-23,39.4800
1957-12-24,39.5200
1957-12-26,39.9200
1957-12-27,39.7800
1957-12-30,39.5800
1957-12-31,39.9900
1958-01-02,40.3300
1958-01-03,40.8700
1958-01-06,40.6800
1958-01-07,41.0000
1958-01-08,40.9900
1958-01-09,40.7500
1958-01-10,40.3700
1958-01-13,40.4900
1958-01-14,40.6700
1958-01-15,40.9900
1958-01-16,41.0600
1958-01-17,41.1000
1958-01-20,41.3500
1958-01-21,41.3000
1958-01-22,41.2000
1958-01-23,41.3600
1958-01-24,41.7100
1958-01-27,41.5900
1958-01-28,41.6300
1958-01-29,41.8800
1958-01-30,41.6800
1958-01-31,41.7000
1958-02-03,42.0400
1958-02-04,42.4600
1958-02-05,42.1900
1958-02-06,42.1000
1958-02-07,41.7300
1958-02-10,41.4800
1958-02-11,41.1100
1958-02-12,40.9300
1958-02-13,40.9400
1958-02-14,41.3300
1958-02-17,41.1100
1958-02-18,41.1700
1958-02-19,41.1500
1958-02-20,40.9100
1958-02-21,40.8800
1958-02-24,40.6500
1958-02-25,40.6100
1958-02-26,40.9200
1958-02-27,40.6800
1958-02-28,40.8400
1958-03-03,41.1300
1958-03-04,41.3500
1958-03-05,41.4700
1958-03-06,42.0000
1958-03-07,42.0700
1958-03-10,42.2100
1958-03-11,42.5100
1958-03-12,42.4100
1958-03-13,42.4600
1958-03-14,42.3300
1958-03-17,42.0400
1958-03-18,41.8900
1958-03-19,42.0900
1958-03-20,42.1100
1958-03-21,42.4200
1958-03-24,42.5800
1958-03-25,42.4400
1958-03-26,42.3000
1958-03-27,42.1700
1958-03-28,42.2000
1958-03-31,42.1000
1958-04-01,41.9300
1958-04-02,41.6000
1958-04-03,41.4800
1958-04-07,41.3300
1958-04-08,41.4300
1958-04-09,41.6500
1958-04-10,41.7000
1958-04-11,41.7400
1958-04-14,42.0000
1958-04-15,42.4300
1958-04-16,42.1000
1958-04-17,42.2500
1958-04-18,42.7100
1958-04-21,42.9300
1958-04-22,42.8000
1958-04-23,42.8000
1958-04-24,43.1400
1958-04-25,43.3600
1958-04-28,43.2200
1958-04-29,43.0000
1958-04-30,43.4400
1958-05-01,43.5400
1958-05-02,43.6900
1958-05-05,43.7900
1958-05-06,44.0100
1958-05-07,43.9300
1958-05-08,43.9900
1958-05-09,44.0900
1958-05-12,43.7500
1958-05-13,43.6200
1958-05-14,43.1200
1958-05-15,43.3400
1958-05-16,43.3600
1958-05-19,43.2400
1958-05-20,43.6100
1958-05-21,43.5500
1958-05-22,43.7800
1958-05-23,43.8700
1958-05-26,43.8500
1958-05-27,43.7900
1958-05-28,43.8500
1958-05-29,44.0900
1958-06-02,44.3100
1958-06-03,44.4600
1958-06-04,44.5000
1958-06-05,44.5500
1958-06-06,44.6400
1958-06-09,44.5700
1958-06-10,44.4800
1958-06-11,44.4900
1958-06-12,44.7500
1958-06-13,45.0200
1958-06-16,45.1800
1958-06-17,44.9400
1958-06-18,45.3400
1958-06-19,44.6100
1958-06-20,44.8500
1958-06-23,44.6900
1958-06-24,44.5200
1958-06-25,44.6300
1958-06-26,44.8400
1958-06-27,44.9000
1958-06-30,45.2400
1958-07-01,45.2800
1958-07-02,45.3200
1958-07-03,45.4700
1958-07-07,45.6200
1958-07-08,45.4000
1958-07-09,45.2500
1958-07-10,45.4200
1958-07-11,45.7200
1958-07-14,45.1400
1958-07-15,45.1100
1958-07-16,45.2500
1958-07-17,45.5500
1958-07-18,45.7700
1958-07-21,46.3300
1958-07-22,46.4100
1958-07-23,46.4000
1958-07-24,46.6500
1958-07-25,46.9700
1958-07-28,47.1500
1958-07-29,46.9600
1958-07-30,47.0900
1958-07-31,47.1900
1958-08-01,47.4900
1958-08-04,47.9400
1958-08-05,47.7500
1958-08-06,47.4600
1958-08-07,47.7700
1958-08-08,48.0500
1958-08-11,48.1600
1958-08-12,47.7300
1958-08-13,47.8100
1958-08-14,47.9100
1958-08-15,47.5000
1958-08-18,47.2200
1958-08-19,47.3000
1958-08-20,47.3200
1958-08-21,47.6300
1958-08-22,47.7300
1958-08-25,47.7400
1958-08-26,47.9000
1958-08-27,47.9100
1958-08-28,47.6600
1958-08-29,47.7500
1958-09-02,48.0000
1958-09-03,48.1800
1958-09-04,48.1000
1958-09-05,47.9700
1958-09-08,48.1300
1958-09-09,48.4600
1958-09-10,48.3100
1958-09-11,48.6400
1958-09-12,48.5300
1958-09-15,48.9600
1958-09-16,49.3500
1958-09-17,49.3500
1958-09-18,49.3800
1958-09-19,49.4000
1958-09-22,49.2000
1958-09-23,49.5600
1958-09-24,49.7800
1958-09-25,49.5700
1958-09-26,49.6600
1958-09-29,49.8700
1958-09-30,50.0600
1958-10-01,49.9800
1958-10-02,50.1700
1958-10-03,50.3700
1958-10-06,51.0700
1958-10-07,51.0700
1958-10-08,51.0600
1958-10-09,51.0500
1958-10-10,51.3900
1958-10-13,51.6200
1958-10-14,51.2600
1958-10-15,50.5800
1958-10-16,50.9400
1958-10-17,51.4600
1958-10-20,51.2700
1958-10-21,51.2700
1958-10-22,51.0700
1958-10-23,50.9700
1958-10-24,50.8100
1958-10-27,50.4200
1958-10-28,50.5800
1958-10-29,51.0700
1958-10-30,51.2700
1958-10-31,51.3300
1958-11-03,51.5600
1958-11-05,52.0300
1958-11-06,52.4500
1958-11-07,52.2600
1958-11-10,52.5700
1958-11-11,52.9800
1958-11-12,53.0500
1958-11-13,52.8300
1958-11-14,53.0900
1958-11-17,53.2400
1958-11-18,53.1300
1958-11-19,53.2000
1958-11-20,53.2100
1958-11-21,52.7000
1958-11-24,52.0300
1958-11-25,51.0200
1958-11-26,51.9000
1958-11-28,52.4800
1958-12-01,52.6900
1958-12-02,52.4600
1958-12-03,52.5300
1958-12-04,52.5500
1958-12-05,52.4600
1958-12-08,52.4600
1958-12-09,52.8200
1958-12-10,53.4600
1958-12-11,53.3500
1958-12-12,53.2200
1958-12-15,53.3700
1958-12-16,53.5700
1958-12-17,53.9200
1958-12-18,54.1500
1958-12-19,54.0700
1958-12-22,53.7100
1958-12-23,53.4200
1958-12-24,54.1100
1958-12-29,54.7400
1958-12-30,54.9300
1958-12-31,55.2100
1959-01-02,55.4400
1959-01-05,55.6600
1959-01-06,55.5900
1959-01-07,54.8900
1959-01-08,55.4000
1959-01-09,55.7700
1959-01-12,55.7800
1959-01-13,55.4700
1959-01-14,55.6200
1959-01-15,55.8300
1959-01-16,55.8100
1959-01-19,55.6800
1959-01-20,55.7200
1959-01-21,56.0400
1959-01-22,55.9700
1959-01-23,56.0000
1959-01-26,55.7700
1959-01-27,55.7800
1959-01-28,55.1600
1959-01-29,55.2000
1959-01-30,55.4500
1959-02-02,55.2100
1959-02-03,55.2800
1959-02-04,55.0600
1959-02-05,54.8100
1959-02-06,54.3700
1959-02-09,53.5800
1959-02-10,54.3200
1959-02-11,54.3500
1959-02-12,54.0000
1959-02-13,54.4200
1959-02-16,54.5000
1959-02-17,54.2900
1959-02-18,54.3000
1959-02-19,55.5000
1959-02-20,55.5200
1959-02-24,55.4800
1959-02-25,55.2400
1959-02-26,55.3400
1959-02-27,55.4100
1959-03-02,55.7300
1959-03-03,56.2500
1959-03-04,56.3500
1959-03-05,56.4300
1959-03-06,56.2100
1959-03-09,56.1500
1959-03-10,56.3100
1959-03-11,56.3500
1959-03-12,56.6000
1959-03-13,56.6700
1959-03-16,56.0600
1959-03-17,56.5200
1959-03-18,56.3900
1959-03-19,56.3400
1959-03-20,56.3900
1959-03-23,55.8700
1959-03-24,55.9600
1959-03-25,55.8800
1959-03-26,55.7600
1959-03-30,55.4500
1959-03-31,55.4400
1959-04-01,55.6900
1959-04-02,56.0000
1959-04-03,56.4400
1959-04-06,56.6000
1959-04-07,56.4800
1959-04-08,56.2100
1959-04-09,56.1700
1959-04-10,56.2200
1959-04-13,56.4300
1959-04-14,56.7100
1959-04-15,56.9600
1959-04-16,57.4300
1959-04-17,57.9200
1959-04-20,58.1700
1959-04-21,58.1100
1959-04-22,57.7300
1959-04-23,57.6000
1959-04-24,57.9600
1959-04-27,58.1400
1959-04-28,57.9200
1959-04-29,57.6900
1959-04-30,57.5900
1959-05-01,57.6500
1959-05-04,57.6500
1959-05-05,57.7500
1959-05-06,57.6100
1959-05-07,56.8800
1959-05-08,57.3200
1959-05-11,57.9600
1959-05-12,57.9600
1959-05-13,57.9700
1959-05-14,58.3700
1959-05-15,58.1600
1959-05-18,58.1500
1959-05-19,58.3200
1959-05-20,58.0900
1959-05-21,58.1400
1959-05-22,58.3300
1959-05-25,58.1800
1959-05-26,58.0900
1959-05-27,58.1900
1959-05-28,58.3900
1959-05-29,58.6800
1959-06-01,58.6300
1959-06-02,58.2300
1959-06-03,58.2500
1959-06-04,57.6300
1959-06-05,57.5100
1959-06-08,56.7600
1959-06-09,56.3600
1959-06-10,57.1900
1959-06-11,57.2500
1959-06-12,57.2900
1959-06-15,56.9900
1959-06-16,56.5600
1959-06-17,57.0900
1959-06-18,57.0500
1959-06-19,57.1300
1959-06-22,57.1300
1959-06-23,57.1200
1959-06-24,57.4100
1959-06-25,57.7300
1959-06-26,57.9800
1959-06-29,58.3700
1959-06-30,58.4700
1959-07-01,58.9700
1959-07-02,59.2800
1959-07-06,59.6500
1959-07-07,60.0100
1959-07-08,60.0300
1959-07-09,59.9700
1959-07-10,59.9100
1959-07-13,59.4100
1959-07-14,59.5500
1959-07-15,59.5900
1959-07-16,59.4100
1959-07-17,59.1900
1959-07-20,58.9100
1959-07-21,59.4100
1959-07-22,59.6100
1959-07-23,59.6700
1959-07-24,59.6500
1959-07-27,60.0200
1959-07-28,60.3200
1959-07-29,60.6200
1959-07-30,60.5000
1959-07-31,60.5100
1959-08-03,60.7100
1959-08-04,60.6100
1959-08-05,60.3000
1959-08-06,60.2400
1959-08-07,59.8700
1959-08-10,58.6200
1959-08-11,59.3900
1959-08-12,59.2500
1959-08-13,59.1500
1959-08-14,59.2900
1959-08-17,59.1700
1959-08-18,58.6200
1959-08-19,58.2700
1959-08-20,59.1400
1959-08-21,59.0800
1959-08-24,58.8700
1959-08-25,58.9900
1959-08-26,59.0700
1959-08-27,59.5800
1959-08-28,59.6000
1959-08-31,59.6000
1959-09-01,58.8700
1959-09-02,58.9200
1959-09-03,58.2600
1959-09-04,58.5400
1959-09-08,57.7000
1959-09-09,57.2900
1959-09-10,56.9900
1959-09-11,57.4100
1959-09-14,56.9900
1959-09-15,56.6800
1959-09-16,56.7200
1959-09-17,56.4100
1959-09-18,56.1900
1959-09-21,55.2700
1959-09-22,55.1400
1959-09-23,55.8200
1959-09-24,56.7800
1959-09-25,56.7300
1959-09-28,57.1500
1959-09-29,57.5100
1959-09-30,56.8800
1959-10-01,56.9400
1959-10-02,57.2000
1959-10-05,57.1400
1959-10-06,57.0900
1959-10-07,56.9400
1959-10-08,56.8100
1959-10-09,57.0000
1959-10-12,57.3200
1959-10-13,57.1600
1959-10-14,56.7100
1959-10-15,56.8700
1959-10-16,57.3300
1959-10-19,57.0100
1959-10-20,56.6600
1959-10-21,56.5500
1959-10-22,56.0000
1959-10-23,56.5600
1959-10-26,56.9400
1959-10-27,57.4200
1959-10-28,57.4600
1959-10-29,57.4100
1959-10-30,57.5200
1959-11-02,57.4100
1959-11-04,57.2600
1959-11-05,57.3200
1959-11-06,57.6000
1959-11-09,57.5000
1959-11-10,57.4800
1959-11-11,57.4900
1959-11-12,57.1700
1959-11-13,56.8500
1959-11-16,56.2200
1959-11-17,56.3800
1959-11-18,56.9900
1959-11-19,56.9400
1959-11-20,56.9700
1959-11-23,57.0800
1959-11-24,57.3500
1959-11-25,57.4400
1959-11-27,57.7000
1959-11-30,58.2800
1959-12-01,58.7000
1959-12-02,58.6000
1959-12-03,58.7300
1959-12-04,58.8500
1959-12-07,58.9600
1959-12-08,59.3400
1959-12-09,58.9700
1959-12-10,59.0200
1959-12-11,58.8800
1959-12-14,59.0400
1959-12-15,58.9000
1959-12-16,58.9700
1959-12-17,58.8600
1959-12-18,59.1400
1959-12-21,59.2100
1959-12-22,59.1400
1959-12-23,58.9600
1959-12-24,59.0000
1959-12-28,58.9800
1959-12-29,59.3000
1959-12-30,59.7700
1959-12-31,59.8900
1960-01-04,59.9100
1960-01-05,60.3900
1960-01-06,60.1300
1960-01-07,59.6900
1960-01-08,59.5000
1960-01-11,58.7700
1960-01-12,58.4100
1960-01-13,58.0800
1960-01-14,58.4000
1960-01-15,58.3800
1960-01-18,57.8900
1960-01-19,57.2700
1960-01-20,57.0700
1960-01-21,57.2100
1960-01-22,57.3800
1960-01-25,56.7800
1960-01-26,56.8600
1960-01-27,56.7200
1960-01-28,56.1300
1960-01-29,55.6100
1960-02-01,55.9600
1960-02-02,56.8200
1960-02-03,56.3200
1960-02-04,56.2700
1960-02-05,55.9800
1960-02-08,55.3200
1960-02-09,55.8400
1960-02-10,55.4900
1960-02-11,55.1800
1960-02-12,55.4600
1960-02-15,55.1700
1960-02-16,54.7300
1960-02-17,55.0300
1960-02-18,55.8000
1960-02-19,56.2400
1960-02-23,55.9400
1960-02-24,55.7400
1960-02-25,55.9300
1960-02-26,56.1600
1960-02-29,56.1200
1960-03-01,56.0100
1960-03-02,55.6200
1960-03-03,54.7800
1960-03-04,54.5700
1960-03-07,54.0200
1960-03-08,53.4700
1960-03-09,54.0400
1960-03-10,53.8300
1960-03-11,54.2400
1960-03-14,54.3200
1960-03-15,54.7400
1960-03-16,55.0400
1960-03-17,54.9600
1960-03-18,55.0100
1960-03-21,55.0700
1960-03-22,55.2900
1960-03-23,55.7400
1960-03-24,55.9800
1960-03-25,55.9800
1960-03-28,55.8600
1960-03-29,55.7800
1960-03-30,55.6600
1960-03-31,55.3400
1960-04-01,55.4300
1960-04-04,55.5400
1960-04-05,55.3700
1960-04-06,56.5100
1960-04-07,56.5200
1960-04-08,56.3900
1960-04-11,56.1700
1960-04-12,56.3000
1960-04-13,56.3000
1960-04-14,56.4300
1960-04-18,56.5900
1960-04-19,56.1300
1960-04-20,55.4400
1960-04-21,55.5900
1960-04-22,55.4200
1960-04-25,54.8600
1960-04-26,55.0400
1960-04-27,55.0400
1960-04-28,54.5600
1960-04-29,54.3700
1960-05-02,54.1300
1960-05-03,54.8300
1960-05-04,55.0400
1960-05-05,54.8600
1960-05-06,54.7500
1960-05-09,54.8000
1960-05-10,54.4200
1960-05-11,54.5700
1960-05-12,54.8500
1960-05-13,55.3000
1960-05-16,55.2500
1960-05-17,55.4600
1960-05-18,55.4400
1960-05-19,55.6800
1960-05-20,55.7300
1960-05-23,55.7600
1960-05-24,55.7000
1960-05-25,55.6700
1960-05-26,55.7100
1960-05-27,55.7400
1960-05-31,55.8300
1960-06-01,55.8900
1960-06-02,56.1300
1960-06-03,56.2300
1960-06-06,56.8900
1960-06-07,57.4300
1960-06-08,57.8900
1960-06-09,58.0000
1960-06-10,57.9700
1960-06-13,57.9900
1960-06-14,57.9100
1960-06-15,57.5700
1960-06-16,57.5000
1960-06-17,57.4400
1960-06-20,57.1600
1960-06-21,57.1100
1960-06-22,57.2800
1960-06-23,57.5900
1960-06-24,57.6800
1960-06-27,57.3300
1960-06-28,56.9400
1960-06-29,56.9400
1960-06-30,56.9200
1960-07-01,57.0600
1960-07-05,57.0200
1960-07-06,56.9400
1960-07-07,57.2400
1960-07-08,57.3800
1960-07-11,56.8700
1960-07-12,56.2500
1960-07-13,56.1000
1960-07-14,56.1200
1960-07-15,56.0500
1960-07-18,55.7000
1960-07-19,55.7000
1960-07-20,55.6100
1960-07-21,55.1000
1960-07-22,54.7200
1960-07-25,54.1800
1960-07-26,54.5100
1960-07-27,54.1700
1960-07-28,54.5700
1960-07-29,55.5100
1960-08-01,55.5300
1960-08-02,55.0400
1960-08-03,54.7200
1960-08-04,54.8900
1960-08-05,55.4400
1960-08-08,55.5200
1960-08-09,55.8400
1960-08-10,56.0700
1960-08-11,56.2800
1960-08-12,56.6600
1960-08-15,56.6100
1960-08-16,56.7200
1960-08-17,56.8400
1960-08-18,56.8100
1960-08-19,57.0100
1960-08-22,57.1900
1960-08-23,57.7500
1960-08-24,58.0700
1960-08-25,57.7900
1960-08-26,57.6000
1960-08-29,57.4400
1960-08-30,56.8400
1960-08-31,56.9600
1960-09-01,57.0900
1960-09-02,57.0000
1960-09-06,56.4900
1960-09-07,55.7900
1960-09-08,55.7400
1960-09-09,56.1100
1960-09-12,55.7200
1960-09-13,55.8300
1960-09-14,55.4400
1960-09-15,55.2200
1960-09-16,55.1100
1960-09-19,53.8600
1960-09-20,54.0100
1960-09-21,54.5700
1960-09-22,54.3600
1960-09-23,53.9000
1960-09-26,53.0600
1960-09-27,52.9400
1960-09-28,52.4800
1960-09-29,52.6200
1960-09-30,53.5200
1960-10-03,53.3600
1960-10-04,52.9900
1960-10-05,53.3900
1960-10-06,53.7200
1960-10-07,54.0300
1960-10-10,54.1400
1960-10-11,54.2200
1960-10-12,54.1500
1960-10-13,54.5700
1960-10-14,54.8600
1960-10-17,54.6300
1960-10-18,54.3500
1960-10-19,54.2500
1960-10-20,53.8600
1960-10-21,53.7200
1960-10-24,52.7000
1960-10-25,52.2000
1960-10-26,53.0500
1960-10-27,53.6200
1960-10-28,53.4100
1960-10-31,53.3900
1960-11-01,53.9400
1960-11-02,54.2200
1960-11-03,54.4300
1960-11-04,54.9000
1960-11-07,55.1100
1960-11-09,55.3500
1960-11-10,56.4300
1960-11-11,55.8700
1960-11-14,55.5900
1960-11-15,55.8100
1960-11-16,55.7000
1960-11-17,55.5500
1960-11-18,55.8200
1960-11-21,55.9300
1960-11-22,55.7200
1960-11-23,55.8000
1960-11-25,56.1300
1960-11-28,56.0300
1960-11-29,55.8300
1960-11-30,55.5400
1960-12-01,55.3000
1960-12-02,55.3900
1960-12-05,55.3100
1960-12-06,55.4700
1960-12-07,56.0200
1960-12-08,56.1500
1960-12-09,56.6500
1960-12-12,56.8500
1960-12-13,56.8800
1960-12-14,56.8400
1960-12-15,56.6800
1960-12-16,57.2000
1960-12-19,57.1300
1960-12-20,57.0900
1960-12-21,57.5500
1960-12-22,57.3900
1960-12-23,57.4400
1960-12-27,57.5200
1960-12-28,57.7800
1960-12-29,58.0500
1960-12-30,58.1100
1961-01-03,57.5700
1961-01-04,58.3600
1961-01-05,58.5700
1961-01-06,58.4000
1961-01-09,58.8100
1961-01-10,58.9700
1961-01-11,59.1400
1961-01-12,59.3200
1961-01-13,59.6000
1961-01-16,59.5800
1961-01-17,59.6400
1961-01-18,59.6800
1961-01-19,59.7700
1961-01-20,59.9600
1961-01-23,60.2900
1961-01-24,60.4500
1961-01-25,60.5300
1961-01-26,60.6200
1961-01-27,61.2400
1961-01-30,61.9700
1961-01-31,61.7800
1961-02-01,61.9000
1961-02-02,62.3000
1961-02-03,62.2200
1961-02-06,61.7600
1961-02-07,61.6500
1961-02-08,62.2100
1961-02-09,62.0200
1961-02-10,61.5000
1961-02-13,61.1400
1961-02-14,61.4100
1961-02-15,61.9200
1961-02-16,62.3000
1961-02-17,62.1000
1961-02-20,62.3200
1961-02-21,62.3600
1961-02-23,62.5900
1961-02-24,62.8400
1961-02-27,63.3000
1961-02-28,63.4400
1961-03-01,63.4300
1961-03-02,63.8500
1961-03-03,63.9500
1961-03-06,64.0500
1961-03-07,63.4700
1961-03-08,63.4400
1961-03-09,63.5000
1961-03-10,63.4800
1961-03-13,63.6600
1961-03-14,63.3800
1961-03-15,63.5700
1961-03-16,64.2100
1961-03-17,64.0000
1961-03-20,64.8600
1961-03-21,64.7400
1961-03-22,64.7000
1961-03-23,64.5300
1961-03-24,64.4200
1961-03-27,64.3500
1961-03-28,64.3800
1961-03-29,64.9300
1961-03-30,65.0600
1961-04-03,65.6000
1961-04-04,65.6600
1961-04-05,65.4600
1961-04-06,65.6100
1961-04-07,65.9600
1961-04-10,66.5300
1961-04-11,66.6200
1961-04-12,66.3100
1961-04-13,66.2600
1961-04-14,66.3700
1961-04-17,68.6800
1961-04-18,66.2000
1961-04-19,65.8100
1961-04-20,65.8200
1961-04-21,65.7700
1961-04-24,64.4000
1961-04-25,65.3000
1961-04-26,65.5500
1961-04-27,65.4600
1961-04-28,65.3100
1961-05-01,65.1700
1961-05-02,65.6400
1961-05-03,66.1800
1961-05-04,66.4400
1961-05-05,66.5200
1961-05-08,66.4100
1961-05-09,66.4700
1961-05-10,66.4100
1961-05-11,66.3900
1961-05-12,66.5000
1961-05-15,66.8300
1961-05-16,67.0800
1961-05-17,67.3900
1961-05-18,66.9900
1961-05-19,67.2700
1961-05-22,66.8500
1961-05-23,66.6800
1961-05-24,66.2600
1961-05-25,66.0100
1961-05-26,66.4300
1961-05-31,66.5600
1961-06-01,66.5600
1961-06-02,66.7300
1961-06-05,67.0800
1961-06-06,66.8900
1961-06-07,65.6400
1961-06-08,66.6700
1961-06-09,66.6600
1961-06-12,66.1500
1961-06-13,65.8000
1961-06-14,65.9800
1961-06-15,65.6900
1961-06-16,65.1800
1961-06-19,64.5800
1961-06-20,65.1500
1961-06-21,65.1400
1961-06-22,64.9000
1961-06-23,65.1600
1961-06-26,64.4700
1961-06-27,64.4700
1961-06-28,64.5900
1961-06-29,64.5200
1961-06-30,64.6400
1961-07-03,65.2100
1961-07-05,65.6300
1961-07-06,65.8100
1961-07-07,65.7700
1961-07-10,65.7100
1961-07-11,65.6900
1961-07-12,65.3200
1961-07-13,64.8600
1961-07-14,65.2800
1961-07-17,64.7900
1961-07-18,64.4100
1961-07-19,64.7000
1961-07-20,64.7100
1961-07-21,64.8600
1961-07-24,64.8700
1961-07-25,65.2300
1961-07-26,65.8400
1961-07-27,66.6100
1961-07-28,66.7100
1961-07-31,66.7600
1961-08-01,67.3700
1961-08-02,66.9400
1961-08-03,67.2900
1961-08-04,67.6800
1961-08-07,67.6700
1961-08-08,67.8200
1961-08-09,67.7400
1961-08-10,67.9500
1961-08-11,68.0600
1961-08-14,67.7200
1961-08-15,67.5500
1961-08-16,67.7300
1961-08-17,68.1100
1961-08-18,68.2900
1961-08-21,68.4300
1961-08-22,68.4400
1961-08-23,67.9800
1961-08-24,67.5900
1961-08-25,67.6700
1961-08-28,67.7000
1961-08-29,67.5500
1961-08-30,67.8100
1961-08-31,68.0700
1961-09-01,68.1900
1961-09-05,67.9600
1961-09-06,68.4600
1961-09-07,68.3500
1961-09-08,67.8800
1961-09-11,67.2800
1961-09-12,67.9600
1961-09-13,68.0100
1961-09-14,67.5300
1961-09-15,67.6500
1961-09-18,67.2100
1961-09-19,66.0800
1961-09-20,66.9600
1961-09-21,66.9900
1961-09-22,66.7200
1961-09-25,65.7700
1961-09-26,65.7800
1961-09-27,66.4700
1961-09-28,66.5800
1961-09-29,66.7300
1961-10-02,66.7700
1961-10-03,66.7300
1961-10-04,67.1800
1961-10-05,67.7700
1961-10-06,66.9700
1961-10-09,67.9400
1961-10-10,68.1100
1961-10-11,68.1700
1961-10-12,68.1600
1961-10-13,68.0400
1961-10-16,67.8500
1961-10-17,67.8700
1961-10-18,68.2100
1961-10-19,68.4500
1961-10-20,68.0000
1961-10-23,68.0600
1961-10-24,67.9800
1961-10-25,68.3400
1961-10-26,68.4600
1961-10-27,68.3400
1961-10-30,68.4200
1961-10-31,68.6200
1961-11-01,68.7300
1961-11-02,69.1100
1961-11-03,69.4700
1961-11-06,70.0100
1961-11-08,70.8700
1961-11-09,70.7700
1961-11-10,71.0700
1961-11-13,71.2700
1961-11-14,71.6600
1961-11-15,71.6700
1961-11-16,71.6200
1961-11-17,71.6200
1961-11-20,71.7200
1961-11-21,71.7800
1961-11-22,71.7000
1961-11-24,71.8400
1961-11-27,71.8500
1961-11-28,71.7500
1961-11-29,71.7000
1961-11-30,71.3200
1961-12-01,71.7800
1961-12-04,72.0100
1961-12-05,71.9300
1961-12-06,71.9900
1961-12-07,71.7000
1961-12-08,72.0400
1961-12-11,72.3900
1961-12-12,72.6400
1961-12-13,72.5300
1961-12-14,71.9800
1961-12-15,72.0100
1961-12-18,71.7600
1961-12-19,71.2600
1961-12-20,71.1200
1961-12-21,70.8600
1961-12-22,70.9100
1961-12-26,71.0200
1961-12-27,71.6500
1961-12-28,71.6900
1961-12-29,71.5500
1962-01-02,70.9600
1962-01-03,71.1300
1962-01-04,70.6400
1962-01-05,69.6600
1962-01-08,69.1200
1962-01-09,69.1500
1962-01-10,68.9600
1962-01-11,69.3700
1962-01-12,69.6100
1962-01-15,69.4700
1962-01-16,69.0700
1962-01-17,68.3200
1962-01-18,68.3900
1962-01-19,68.7500
1962-01-22,68.8100
1962-01-23,68.2900
1962-01-24,68.4000
1962-01-25,68.3500
1962-01-26,68.1300
1962-01-29,67.9000
1962-01-30,68.1700
1962-01-31,68.8400
